voltage,current,time,date
4186,0092,15:07:10,26/02/25
4185,0092,15:07:20,26/02/25
4185,0092,15:07:30,26/02/25
4185,0092,15:07:40,26/02/25
4185,0092,15:07:50,26/02/25
4184,0092,15:08:00,26/02/25
4185,0091,15:08:10,26/02/25
4185,0092,15:08:20,26/02/25
4185,0092,15:08:30,26/02/25
4183,0090,15:08:40,26/02/25
4185,0093,15:08:50,26/02/25
4186,0092,15:09:00,26/02/25
4185,0091,15:09:10,26/02/25
4183,0092,15:09:20,26/02/25
4184,0091,15:09:30,26/02/25
4186,0091,15:09:40,26/02/25
4185,0092,15:09:50,26/02/25
4188,0091,15:10:00,26/02/25
4184,0091,15:10:10,26/02/25
4185,0092,15:10:20,26/02/25
4186,0091,15:10:30,26/02/25
4184,0091,15:10:40,26/02/25
4187,0091,15:10:50,26/02/25
4184,0090,15:11:00,26/02/25
4185,0090,15:11:10,26/02/25
4186,0090,15:11:20,26/02/25
4183,0090,15:11:30,26/02/25
4185,0090,15:11:40,26/02/25
4186,0089,15:11:50,26/02/25
4185,0091,15:12:00,26/02/25
4184,0090,15:12:10,26/02/25
4185,0089,15:12:20,26/02/25
4184,0090,15:12:30,26/02/25
4182,0089,15:12:40,26/02/25
4184,0088,15:12:50,26/02/25
4183,0089,15:13:00,26/02/25
4184,0090,15:13:10,26/02/25
4183,0088,15:13:20,26/02/25
4185,0090,15:13:30,26/02/25
4182,0089,15:13:40,26/02/25
4185,0089,15:13:50,26/02/25
4184,0090,15:14:00,26/02/25
4185,0089,15:14:10,26/02/25
4185,0089,15:14:20,26/02/25
4185,0089,15:14:30,26/02/25
4184,0089,15:14:40,26/02/25
4184,0088,15:14:50,26/02/25
4186,0089,15:15:00,26/02/25
4185,0090,15:15:10,26/02/25
4187,0089,15:15:20,26/02/25
4184,0089,15:15:30,26/02/25
4186,0088,15:15:40,26/02/25
4185,0089,15:15:50,26/02/25
4187,0090,15:16:00,26/02/25
4184,0088,15:16:10,26/02/25
4186,0088,15:16:20,26/02/25
4186,0089,15:16:30,26/02/25
4185,0088,15:16:40,26/02/25
4186,0089,15:16:50,26/02/25
4184,0087,15:17:00,26/02/25
4187,0088,15:17:10,26/02/25
4184,0088,15:17:20,26/02/25
4185,0088,15:17:30,26/02/25
4184,0088,15:17:40,26/02/25
4186,0089,15:17:50,26/02/25
4186,0089,15:18:00,26/02/25
4185,0087,15:18:10,26/02/25
4184,0087,15:18:20,26/02/25
4186,0086,15:18:30,26/02/25
4185,0087,15:18:40,26/02/25
4184,0088,15:18:50,26/02/25
4186,0088,15:19:00,26/02/25
4189,0088,15:19:10,26/02/25
4184,0087,15:19:20,26/02/25
4184,0087,15:19:30,26/02/25
4184,0087,15:19:40,26/02/25
4183,0085,15:19:50,26/02/25
4185,0086,15:20:00,26/02/25
4185,0088,15:20:10,26/02/25
4184,0087,15:20:20,26/02/25
4184,0088,15:20:30,26/02/25
4184,0086,15:20:40,26/02/25
4186,0087,15:20:50,26/02/25
4185,0087,15:21:00,26/02/25
4184,0086,15:21:10,26/02/25
4183,0087,15:21:20,26/02/25
4185,0087,15:21:30,26/02/25
4185,0086,15:21:40,26/02/25
4185,0087,15:21:50,26/02/25
4183,0087,15:22:00,26/02/25
4187,0087,15:22:10,26/02/25
4185,0086,15:22:20,26/02/25
4185,0089,15:22:30,26/02/25
4185,0086,15:22:40,26/02/25
4184,0087,15:22:50,26/02/25
4185,0086,15:23:00,26/02/25
4187,0087,15:23:10,26/02/25
4187,0088,15:23:20,26/02/25
4184,0086,15:23:30,26/02/25
4186,0085,15:23:40,26/02/25
4185,0086,15:23:50,26/02/25
4183,0086,15:24:00,26/02/25
4185,0085,15:24:10,26/02/25
4186,0086,15:24:20,26/02/25
4186,0086,15:24:30,26/02/25
4185,0085,15:24:40,26/02/25
4184,0085,15:24:50,26/02/25
4184,0085,15:25:00,26/02/25
4184,0085,15:25:10,26/02/25
4185,0086,15:25:20,26/02/25
4183,0085,15:25:30,26/02/25
4184,0085,15:25:40,26/02/25
4186,0085,15:25:50,26/02/25
4184,0085,15:26:00,26/02/25
4185,0085,15:26:10,26/02/25
4184,0084,15:26:20,26/02/25
4184,0084,15:26:30,26/02/25
4186,0085,15:26:40,26/02/25
4184,0085,15:26:50,26/02/25
4186,0085,15:27:00,26/02/25
4186,0085,15:27:10,26/02/25
4184,0084,15:27:20,26/02/25
4184,0085,15:27:30,26/02/25
4184,0084,15:27:40,26/02/25
4183,0084,15:27:50,26/02/25
4184,0084,15:28:00,26/02/25
4183,0085,15:28:10,26/02/25
4183,0084,15:28:20,26/02/25
4184,0084,15:28:30,26/02/25
4185,0084,15:28:40,26/02/25
4182,0084,15:28:50,26/02/25
4184,0084,15:29:00,26/02/25
4184,0084,15:29:10,26/02/25
4184,0083,15:29:20,26/02/25
4183,0084,15:29:30,26/02/25
4185,0083,15:29:40,26/02/25
4183,0083,15:29:50,26/02/25
4185,0085,15:30:00,26/02/25
4184,0084,15:30:10,26/02/25
4184,0084,15:30:20,26/02/25
4184,0083,15:30:30,26/02/25
4183,0083,15:30:40,26/02/25
4184,0084,15:30:50,26/02/25
4185,0084,15:31:00,26/02/25
4186,0084,15:31:10,26/02/25
4185,0084,15:31:20,26/02/25
4185,0083,15:31:30,26/02/25
4186,0084,15:31:40,26/02/25
4186,0084,15:31:50,26/02/25
4184,0083,15:32:00,26/02/25
4183,0083,15:32:10,26/02/25
4184,0083,15:32:20,26/02/25
4184,0082,15:32:30,26/02/25
4184,0083,15:32:40,26/02/25
4184,0083,15:32:50,26/02/25
4187,0084,15:33:00,26/02/25
4184,0083,15:33:10,26/02/25
4184,0082,15:33:20,26/02/25
4186,0083,15:33:30,26/02/25
4186,0083,15:33:40,26/02/25
4184,0083,15:33:50,26/02/25
4184,0082,15:34:00,26/02/25
4184,0083,15:34:10,26/02/25
4184,0084,15:34:20,26/02/25
4183,0083,15:34:30,26/02/25
4184,0083,15:34:40,26/02/25
4184,0083,15:34:50,26/02/25
4185,0083,15:35:00,26/02/25
4185,0083,15:35:10,26/02/25
4184,0083,15:35:20,26/02/25
4186,0083,15:35:30,26/02/25
4187,0084,15:35:40,26/02/25
4184,0083,15:35:50,26/02/25
4185,0083,15:36:00,26/02/25
4187,0083,15:36:10,26/02/25
4184,0082,15:36:20,26/02/25
4184,0084,15:36:30,26/02/25
4182,0082,15:36:40,26/02/25
4185,0083,15:36:50,26/02/25
4183,0083,15:37:00,26/02/25
4184,0082,15:37:10,26/02/25
4186,0082,15:37:20,26/02/25
4186,0082,15:37:30,26/02/25
4185,0082,15:37:40,26/02/25
4183,0082,15:37:50,26/02/25
4184,0083,15:38:00,26/02/25
4185,0082,15:38:10,26/02/25
4184,0083,15:38:20,26/02/25
4184,0083,15:38:30,26/02/25
4184,0082,15:38:40,26/02/25
4186,0083,15:38:50,26/02/25
4184,0082,15:39:00,26/02/25
4185,0082,15:39:10,26/02/25
4183,0082,15:39:20,26/02/25
4185,0082,15:39:30,26/02/25
